ActivityName,Description,Website,ContactName,Email,Address,Category,AffiliatedWithCollege,College,RequiresDues,SkillLevel
Thinkers Team,"Students gather here to a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://armstrong-jones.com/,Louis Stanley,ahester@landry.com,"815 Johnson Mission, Boston, MA 02111",Visual art,False,Tufts University,True,Intermediate
Builders League,"Our mission is to a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://www.martinez-kelly.org/,Alexis Andrews,jenningsdavid@castaneda-smith.net,"25755 Patricia Ville, Boston, MA 02115",Visual art,True,Massachusetts Institute of Technology,False,Beginner
Visual art Collective,"Students gather here to workshops, exhibitions, and critiques for visual artists. We welcome everyone to contribute their unique perspective.",https://www.mcguire.com/,Amber Levy,james25@jones-spencer.net,"272 Diamond Passage, Boston, MA 02108",Visual art,True,University of Massachusetts Boston,False,Intermediate
Thinkers League,"Be part of a community that creating and showcasing visual artworks from students. Open to all students, regardless of background or experience.",https://www.reid.com/,Frederick Ramsey,ashleywatson@garcia-french.com,"2683 Debra Common, Boston, MA 02110",Visual art,True,Tufts University,False,Intermediate
Roots League,"We aim to a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://www.harris.biz/,Samantha Anderson,jameskim@lowe.com,"0134 Perry Port, Boston, MA 02215",Visual art,True,Massachusetts Institute of Technology,False,Intermediate
Visual art Alliance,"This group is designed to a collective for painters, illustrators, and designers. Connect with peers through regular meetups and events.",http://lewis.com/,Michelle Underwood,thompsonbryan@cunningham.info,"2006 Erickson Camp, Boston, MA 02115",Visual art,False,Massachusetts Institute of Technology,True,Advanced
Creators of Visual art,"Join us as we workshops, exhibitions, and critiques for visual artists. Open to all students, regardless of background or experience.",https://www.phillips.org/,David Peterson,chill@baker.net,"462 Jacobs Ville, Boston, MA 02109",Visual art,True,Northeastern,False,Advanced
Vibes of Visual art,"A space to workshops, exhibitions, and critiques for visual artists. Open to all students, regardless of background or experience.",https://tucker.com/,Kelly Solis,hoodfrank@green.com,"120 Lauren Dale, Boston, MA 02116",Visual art,False,Northeastern,True,Intermediate
Dreamers of Visual art,"We come together to creating and showcasing visual artworks from students. Open to all students, regardless of background or experience.",http://www.perez-vega.com/,Peter Rodriguez,xhansen@nichols-orozco.info,"6079 Stephanie Plaza, Boston, MA 02118",Visual art,False,Harvard,False,Intermediate
Innovators of Visual art,"Students gather here to creating and showcasing visual artworks from students. Open to all students, regardless of background or experience.",https://king-montoya.com/,Scott Chavez,michelle76@clayton.com,"643 Nelson Passage, Boston, MA 02108",Visual art,False,Tufts University,False,Beginner
Crew Guild,"We aim to creating and showcasing visual artworks from students. Open to all students, regardless of background or experience.",https://www.davis-butler.biz/,Colleen Stevens,jose64@ruiz-campbell.info,"9577 Lewis Station, Boston, MA 02109",Visual art,True,Boston University,True,Beginner
Thinkers of Visual art,"Join us as we a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://reed-johnson.com/,George Smith,kimberlycaldwell@dean.com,"50596 Lynn Expressway, Boston, MA 02113",Visual art,True,Boston University,True,Beginner
Visual art Network,We aim to creating and showcasing visual artworks from students. Connect with peers through regular meetups and events.,http://www.jones.info/,Melinda Patel,mbarber@jones-alvarez.com,"974 Gonzalez Light, Boston, MA 02215",Visual art,True,Boston College,False,Advanced
Visual art Team,"An opportunity to workshops, exhibitions, and critiques for visual artists. Open to all students, regardless of background or experience.",http://www.kim.com/,Cristina Johnson,qcortez@stein.com,"7810 Carter Plains, Boston, MA 02109",Visual art,False,Tufts University,False,Beginner
Movement Initiative,"This group is designed to a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://stout.com/,Matthew Hartman,megan67@lee.com,"443 Lopez Brooks, Boston, MA 02110",Visual art,True,Boston College,True,Beginner
Roots Society,"Our club encourages students to a collective for painters, illustrators, and designers. We aim to build community through tradition and practice.",https://taylor-rodriguez.biz/,Elizabeth Anderson,turnergabriel@walker.biz,"942 Stevenson Junctions, Boston, MA 02114",Visual art,False,Northeastern,True,Intermediate
Exchange Forum,"Our club encourages students to creating and showcasing visual artworks from students. Our discussions are informal, engaging, and open-minded.",https://www.chang.com/,Erin Parker,ywilliams@mendoza.info,"4364 Christopher Forge, Boston, MA 02111",Visual art,True,Boston College,True,Beginner
Visual art Coalition,"Be part of a community that a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://bailey.com/,Matthew Smith,christophershah@tucker.biz,"150 Hall Via, Boston, MA 02115",Visual art,False,Massachusetts Institute of Technology,True,Beginner
Voices Forum,"We aim to creating and showcasing visual artworks from students. Our discussions are informal, engaging, and open-minded.",http://campbell.biz/,Victoria Hoffman,smithpeter@haynes.info,"436 Holder Light, Boston, MA 02111",Visual art,False,Tufts University,False,Advanced
Pulse Club,"Be part of a community that workshops, exhibitions, and critiques for visual artists. Join us weekly as we grow our shared passion.",https://phillips.info/,Fred Carr,wmartinez@patton.com,"870 Smith Viaduct, Boston, MA 02109",Visual art,False,Northeastern,False,Advanced
Exchange Coalition,"Join us as we workshops, exhibitions, and critiques for visual artists. Open to all students, regardless of background or experience.",https://www.livingston.com/,Thomas Nichols,caseygordon@fields.com,"0506 Stokes Lock, Boston, MA 02116",Visual art,True,Tufts University,False,Beginner
Visual art Board,"Our mission is to creating and showcasing visual artworks from students. Open to all students, regardless of background or experience.",https://scott.info/,Rhonda Vaughn,vwoods@pena.biz,"119 Lane Alley, Boston, MA 02108",Visual art,False,Northeastern,True,Advanced
Builders of Visual art,"We aim to workshops, exhibitions, and critiques for visual artists. Open to all students, regardless of background or experience.",https://garcia.biz/,Michelle Rich,gregorykimberly@wright.com,"83794 Savannah Roads, Boston, MA 02109",Visual art,False,Northeastern,False,Advanced
Explorers Coalition,"Our club encourages students to workshops, exhibitions, and critiques for visual artists. Open to all students, regardless of background or experience.",http://miller.net/,Patricia Gomez,rodriguezchristine@whitehead-jennings.com,"403 Collins Cape, Boston, MA 02114",Visual art,True,Boston College,False,Intermediate
Explorers Collective,"Our mission is to workshops, exhibitions, and critiques for visual artists. We welcome everyone to contribute their unique perspective.",http://www.hawkins.com/,Tim Giles,pollardjessica@leblanc.info,"193 Gallagher Cliff, Boston, MA 02118",Visual art,True,Boston University,True,Advanced
Creators Forum,"This group is designed to a collective for painters, illustrators, and designers. Our discussions are informal, engaging, and open-minded.",http://miles-parker.com/,Nicole Patterson,johnstonstephen@yates-irwin.net,"1163 James Union, Boston, MA 02118",Visual art,True,Tufts University,False,Beginner
Builders Initiative,"We come together to a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://david.net/,Benjamin Barnes,sarahclark@lewis.com,"8598 Tara Bypass, Boston, MA 02109",Visual art,False,Harvard,True,Beginner
Thinkers Studio,"A space to a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://patterson-pearson.com/,Neil Beasley,mariajordan@wolf-clarke.net,"760 Jennifer Burg, Boston, MA 02111",Visual art,False,Northeastern,True,Intermediate
Minds Studio,"Students gather here to a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",http://www.phelps.com/,Jose Cobb,kristina44@williams-giles.biz,"9372 Katherine Course, Boston, MA 02109",Visual art,False,Massachusetts Institute of Technology,False,Intermediate
Creators Initiative,"We aim to creating and showcasing visual artworks from students. Open to all students, regardless of background or experience.",http://www.williams.net/,Jodi Lawson,christina47@garner.org,"17094 Davidson Roads, Boston, MA 02116",Visual art,False,Massachusetts Institute of Technology,False,Advanced
Movement of Visual art,"We come together to a collective for painters, illustrators, and designers. Open to all students, regardless of background or experience.",https://www.smith-cobb.org/,Julie Arroyo,watkinsdavid@wood.com,"766 Cassandra Loop, Boston, MA 02116",Visual art,True,Massachusetts Institute of Technology,False,Advanced
